IgnoreStatement,IncludeSC,IncludeSCname,IncludeRate,IncludeRateName,IncludeRatePeriodNumber,IncludeSeasonName,ExcludeMap,IncludeMap,Geo,statementCharge/chargeName,typeCode,type,docNumber,dpsCaseNumber,datePublished,effectivePeriod/startDate,effectivePeriod/expectedEndDate,statementCharge/servicePeriod/startDate,statementCharge/servicePeriod/expectedEndDate,dpsCompanyId,dpsPscNumber,serviceType,iedrOrgAbbreviation,statementCharge/chargesComponent,statementCharge/chargeValue,measurementDefinition/unitOfMeasure,measurementDefinition/measurementSource,measurementInterval/mode,measurementInterval/kind,measurementInterval/per,measurementDefinition/calculationMethod,sourceURL,dataDownloadURL,generalRuleRefs
,9,General - Large,4,rate 4,,,,SC9,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.2,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,9,General - Large,5,rate 5,,,,SC9,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.2,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,12,Multiple Dwelling - Space Heating,4,rate 4,,,,SC12,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.14,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,12,Multiple Dwelling - Space Heating,5,rate 5,,,,SC12,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.14,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,13,Bulk Power - Housing Developments,,,,,,SC13,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,1556.18,,,PERIOD,MONTH,1,by_billing_cycle,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
1,,,,,,,,All,"H,I,J",,ACUF,Avg Cost-Trench-Undg,14,,4/15/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0,,,,,,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825433,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%2B%20%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,5.5.3.6
1,,,,,,,,,"H,I,J",,CBC,Customer Benefit Contribution,5,15-E-0751,12/15/23,1/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2823955,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,
,,,,,,,,All,"H,I,J",Community Choice Aggregation Data Access Fee - Aggregated Customer,CCA,Community Choice Aggregation,2,20-M-0082,1/14/22,1/17/22,,6/1/24,,3569014,10,Electric,CED,delivery,0,,,PERIOD,MONTH,1,by_billing_cycle,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814995,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AO%26%20%5CKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,17.8
,,,,,,,,All,"H,I,J",Community Choice Aggregation Data Access Fee - Customer-Specific,CCA,Community Choice Aggregation,2,20-M-0082,1/14/22,1/17/22,,6/1/24,,3569014,10,Electric,CED,delivery,0,,,PERIOD,MONTH,1,by_billing_cycle,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814995,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AO%26%20%5CKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,17.8
,,,,,,,SC11,All,"H,I,J",Clean Energy Standard Delivery Surcharge,CESD,Clean Energy Standard Delivery,3,,9/16/24,10/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.000235,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827411,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZW%28%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.5
,,,,,,,,All,"H,I,J",Renewable Energy Credits and Alternative Compliance Payments,CESS,Clean Energy Stan. Supply Surc,9,,3/29/24,4/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.003418,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825369,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%2D%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,25.4
,,,,,,,,All,"H,I,J",Zero Emission Credits ,CESS,Clean Energy Stan. Supply Surc,9,,3/29/24,4/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.003635,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825369,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%2D%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,25.4
,,,,,,,,All,"H,I,J",Offshore Wind Renewable Energy Credits,CESS,Clean Energy Stan. Supply Surc,9,,3/29/24,4/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825369,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%2D%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,25.4
,,,,,,,,All,"H,I,J",Environmental Component Credit - Market Value of the Rider R Value Stack,CESS,Clean Energy Stan. Supply Surc,9,,3/29/24,4/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0134,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825369,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%2D%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,25.4
1,,,,,,,,,"H,I,J",,DISC,A/R Discount Rate,8,,12/27/23,1/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824185,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AC%2F%21%2CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,25.4
1,,,,,,,,,"H,I,J",,ESCC,Emerg. Summer Cooling Credit,5,,10/14/20,10/15/20,,6/1/24,,3569014,10,Electric,CED,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2809323,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%20%5EJC%2D%20%5CKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,25.4
,1,Residential and Religious,1,rate 1,,,,SC1,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0003,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,1,Residential and Religious,2,rate 2,,,,SC1,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0003,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,1,Residential and Religious,3,rate 3,,,,SC1,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0003,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,1,Residential and Religious,4,rate 4,,,,SC1,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0003,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,2,General - Small,1,rate 1,,,,SC2,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0002,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,2,General - Small,2,rate 2,,,,SC2,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0002,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,6,Public and Private Street Lighting,,,,,,SC6,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0003,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,12,Multiple Dwelling - Space Heating,1EO,rate 1 Energy Only,,,,SC12,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0001,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,5,Electric Traction Systems,1,rate 1,,,,SC5,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.01,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,5,Electric Traction Systems,2,rate 2,1,Base,,SC5,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.01,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,8,Multiple Dwellings - Redistribution,1,rate 1,,,,SC8,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.05,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,8,Multiple Dwellings - Redistribution,2,rate 2,1,Base,,SC8,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.05,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,8,Multiple Dwellings - Redistribution,3,rate 3,1,Base,,SC8,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.05,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,9,General - Large,1,rate 1,,,,SC9,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.03,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,9,General - Large,2,rate 2,1,Base,,SC9,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.03,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,9,General - Large,3,rate 3,1,Base,,SC9,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.03,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,12,Multiple Dwelling - Space Heating,1EAD,rate 1 Energy and Demand,,,,SC12,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.03,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,12,Multiple Dwelling - Space Heating,2,rate 2,1,Base,,SC12,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.03,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,12,Multiple Dwelling - Space Heating,3,rate 3,1,Base,,SC12,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.03,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,1,Residential and Religious,5,rate 5,,,,SC1,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.03,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,2,General - Small,3,rate 3,,,,SC2,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.03,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,5,Electric Traction Systems,3,rate 3,,,,SC5,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,5,Electric Traction Systems,4,rate 4,,,,SC5,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,8,Multiple Dwellings - Redistribution,4,rate 4,,,,SC8,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.02,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,8,Multiple Dwellings - Redistribution,5,rate 5,,,,SC8,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.02,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,9,General - Large,4,rate 4,,,,SC9,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.02,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,9,General - Large,5,rate 5,,,,SC9,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.02,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
,12,Multiple Dwelling - Space Heating,4,rate 4,,,,SC12,"H,I,J",Electric Vehicle Make Ready Surcharge,EVS,Electric Vehicle Statement,5,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.02,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.1
