IgnoreStatement,IncludeSC,IncludeSCname,IncludeRate,IncludeRateName,IncludeRatePeriodNumber,IncludeSeasonName,ExcludeMap,Standby,IncludeMap,Geo,endUse,statementCharge/chargeName,typeCode,type,docNumber,dpsCaseNumber,datePublished,effectivePeriod/startDate,effectivePeriod/expectedEndDate,statementCharge/servicePeriod/startDate,statementCharge/servicePeriod/expectedEndDate,dpsCompanyId,dpsPscNumber,serviceType,iedrOrgAbbreviation,statementCharge/chargesComponent,statementCharge/chargeValue,measurementDefinition/unitOfMeasure,measurementDefinition/measurementSource,measurementInterval/mode,measurementInterval/kind,measurementInterval/per,measurementDefinition/calculationMethod,generalRuleRefs,sourceURL,dataDownloadURL
,5,Outdoor Lighting Service,,,,,,,SC5,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000442,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,6,General Service,,,,,,,SC6,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000289,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,9,General Service - Day Night Service,,,,,,,SC9,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000402,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,2,General Service with Demand Metering,,,,,,,SC2,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.103663,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3P,Primary Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.085033,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3S,Subtransmission Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.032804,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-1,Time-of-Use Secondary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.089688,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-2,Time-of-Use Primary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.097502,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-3,Time-of-Use Subtransmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.059347,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-4,Time-of-Use Transmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.062434,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-1,Residential Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000302,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-8,Residential Day Night - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000426,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-12,Residential ToU - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000463,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-6,General Service Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000289,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-9,General Service Day Night  - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000402,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-2,General Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.005751,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3P,Primary Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.004724,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3S,Subtransmission Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.001789,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-1,Time-of-Use Secondary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.005002,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-2,Time-of-Use Primary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.005595,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-3,Time-of-Use Subtransmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.003665,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-4,Time-of-Use Transmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.004396,kW,demand,PERIOD,MONTH,1,max,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,1,Residential Service,,,,,,,SC1,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,8,Residential Day Night Service,,,,,,,SC8,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,12,Residential Service with Time-of-Use Metering,,,,,,,SC12,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,5,Outdoor Lighting Service,,,,,,,SC5,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,6,General Service,,,,,,,SC6,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,9,General Service - Day Night Service,,,,,,,SC9,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,2,General Service with Demand Metering,,,,,,,SC2,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3P,Primary Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3S,Subtransmission Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-1,Time-of-Use Secondary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-2,Time-of-Use Primary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-3,Time-of-Use Subtransmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-4,Time-of-Use Transmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-1,Residential Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-8,Residential Day Night - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-12,Residential ToU - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-6,General Service Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-9,General Service Day Night  - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-2,General Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
